topology,nodes,mesh_rows,source,scope,group_size,packet_flits,injection_rate,background_rate,seed,naive_latency_ticks,tree_latency_ticks,latency_speedup,naive_link_flits,tree_link_flits,traffic_reduction,naive_throughput,tree_throughput,throughput_improvement,naive_logical_bytes_per_cycle,tree_logical_bytes_per_cycle,naive_artifact,tree_artifact
4x4,16,4,5,common,4,1,1.0,0.0,17,7500.0,5000.0,1.5,600.0,500.0,0.16666666666666663,0.123916,0.246305,0.9876771361244714,15.861214374225527,31.52709359605911,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f1-r1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f1-r1-b0-s17
4x4,16,4,5,common,4,1,1.0,0.1,1,8605.0,5000.0,1.721,700.0,500.0,0.2857142857142857,0.099305,0.246305,1.4802880016111977,12.711022840119165,31.52709359605911,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f1-r1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f1-r1-b0.1-s1
4x4,16,4,5,common,4,1,1.0,0.1,7,10585.0,6000.0,1.7641666666666667,900.0,600.0,0.33333333333333337,0.098814,0.245098,1.4803975145222337,12.648221343873518,31.372549019607842,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f1-r1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f1-r1-b0.1-s7
4x4,16,4,5,common,4,1,1.0,0.1,17,7630.0,5000.0,1.526,600.0,500.0,0.16666666666666663,0.123916,0.246305,0.9876771361244714,15.861214374225527,31.52709359605911,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f1-r1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f1-r1-b0.1-s17
4x4,16,4,5,common,4,4,0.1,0.0,1,16000.0,12500.0,1.28,2800.0,2000.0,0.2857142857142857,0.049702,0.049875,0.003480745241640104,25.447316103379723,25.536159600997507,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.1-b0-s1
4x4,16,4,5,common,4,4,0.1,0.0,7,18000.0,13500.0,1.3333333333333333,3600.0,2400.0,0.33333333333333337,0.049603,0.049826,0.004495695824849433,25.396825396825395,25.5107125062282,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.1-b0-s7
4x4,16,4,5,common,4,4,0.1,0.0,17,15000.0,12500.0,1.2,2400.0,2000.0,0.16666666666666663,0.049751,0.049875,0.0024924122128200388,25.472636815920396,25.536159600997507,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.1-b0-s17
4x4,16,4,5,common,4,4,0.1,0.1,1,26730.0,12500.0,2.1384,2800.0,2000.0,0.2857142857142857,0.048852,0.049875,0.020940800786047653,25.01221299462628,25.536159600997507,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.1-b0.1-s1
4x4,16,4,5,common,4,4,0.1,0.1,7,43640.0,13500.0,3.2325925925925927,3600.0,2400.0,0.33333333333333337,0.047551,0.049826,0.047843368173119405,24.346172135045173,25.5107125062282,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.1-b0.1-s7
4x4,16,4,5,common,4,4,0.1,0.1,17,15175.0,12500.0,1.214,2400.0,2000.0,0.16666666666666663,0.049751,0.049875,0.0024924122128200388,25.472636815920396,25.536159600997507,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.1-b0.1-s17
4x4,16,4,5,common,4,4,0.5,0.0,1,80000.0,34500.0,2.318840579710145,2800.0,2000.0,0.2857142857142857,0.046729,0.060496,0.29461362323182616,23.925233644859812,30.973986690865093,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.5-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.5-b0-s1
4x4,16,4,5,common,4,4,0.5,0.0,7,80000.0,35500.0,2.2535211267605635,3600.0,2400.0,0.33333333333333337,0.046729,0.060423,0.29305142416914554,23.925233644859812,30.93655589123867,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.5-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.5-b0-s7
4x4,16,4,5,common,4,4,0.5,0.0,17,60000.0,34500.0,1.7391304347826086,2400.0,2000.0,0.16666666666666663,0.062344,0.060496,-0.02964198639804949,31.92019950124688,30.973986690865093,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.5-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.5-b0-s17
4x4,16,4,5,common,4,4,0.5,0.1,1,80950.0,34500.0,2.3463768115942027,2800.0,2000.0,0.2857142857142857,0.046104,0.060496,0.3121638035745271,23.605348086675885,30.973986690865093,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.5-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.5-b0.1-s1
4x4,16,4,5,common,4,4,0.5,0.1,7,82920.0,35500.0,2.335774647887324,3600.0,2400.0,0.33333333333333337,0.045065,0.060423,0.3407966270941971,23.073456511942318,30.93655589123867,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.5-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.5-b0.1-s7
4x4,16,4,5,common,4,4,0.5,0.1,17,61085.0,34500.0,1.7705797101449274,2400.0,2000.0,0.16666666666666663,0.060827,0.060496,-0.0054416624196491625,31.143552311435524,30.973986690865093,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r0.5-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r0.5-b0.1-s17
4x4,16,4,5,common,4,4,1.0,0.0,1,80000.0,34500.0,2.318840579710145,2800.0,2000.0,0.2857142857142857,0.046729,0.060496,0.29461362323182616,23.925233644859812,30.973986690865093,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r1-b0-s1
4x4,16,4,5,common,4,4,1.0,0.0,7,80000.0,35500.0,2.2535211267605635,3600.0,2400.0,0.33333333333333337,0.046729,0.060423,0.29305142416914554,23.925233644859812,30.93655589123867,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r1-b0-s7
4x4,16,4,5,common,4,4,1.0,0.0,17,60000.0,34500.0,1.7391304347826086,2400.0,2000.0,0.16666666666666663,0.062344,0.060496,-0.02964198639804949,31.92019950124688,30.973986690865093,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r1-b0-s17
4x4,16,4,5,common,4,4,1.0,0.1,1,80950.0,34500.0,2.3463768115942027,2800.0,2000.0,0.2857142857142857,0.046104,0.060496,0.3121638035745271,23.605348086675885,30.973986690865093,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r1-b0.1-s1
4x4,16,4,5,common,4,4,1.0,0.1,7,82920.0,35500.0,2.335774647887324,3600.0,2400.0,0.33333333333333337,0.045065,0.060423,0.3407966270941971,23.073456511942318,30.93655589123867,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r1-b0.1-s7
4x4,16,4,5,common,4,4,1.0,0.1,17,61085.0,34500.0,1.7705797101449274,2400.0,2000.0,0.16666666666666663,0.060827,0.060496,-0.0054416624196491625,31.143552311435524,30.973986690865093,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f4-r1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f4-r1-b0.1-s17
4x4,16,4,5,common,4,16,0.1,0.0,1,320000.0,154500.0,2.071197411003236,11200.0,8000.0,0.2857142857142857,0.011682,0.012767,0.0928779318609827,23.925233644859812,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.1-b0-s1
4x4,16,4,5,common,4,16,0.1,0.0,7,320000.0,155500.0,2.057877813504823,14400.0,9600.0,0.33333333333333337,0.011682,0.012763,0.09253552473891458,23.925233644859812,26.13911933631142,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.1-b0-s7
4x4,16,4,5,common,4,16,0.1,0.0,17,239500.0,154500.0,1.5501618122977345,9600.0,8000.0,0.16666666666666663,0.015586,0.012767,-0.18086744514307707,31.92019950124688,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.1-b0-s17
4x4,16,4,5,common,4,16,0.1,0.1,1,325735.0,154500.0,2.10831715210356,11200.0,8000.0,0.2857142857142857,0.011472,0.012767,0.11288354253835431,23.49432144086268,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.1-b0.1-s1
4x4,16,4,5,common,4,16,0.1,0.1,7,333640.0,155500.0,2.1455948553054665,14400.0,9600.0,0.33333333333333337,0.011203,0.012763,0.13924841560296364,22.94420793188438,26.13911933631142,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.1-b0.1-s7
4x4,16,4,5,common,4,16,0.1,0.1,17,243755.0,154500.0,1.5777022653721682,9600.0,8000.0,0.16666666666666663,0.015335,0.012767,-0.16746005868927283,31.406226038951083,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.1-b0.1-s17
4x4,16,4,5,common,4,16,0.5,0.0,1,320000.0,154500.0,2.071197411003236,11200.0,8000.0,0.2857142857142857,0.011682,0.012767,0.0928779318609827,23.925233644859812,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.5-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.5-b0-s1
4x4,16,4,5,common,4,16,0.5,0.0,7,320000.0,155500.0,2.057877813504823,14400.0,9600.0,0.33333333333333337,0.011682,0.012763,0.09253552473891458,23.925233644859812,26.13911933631142,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.5-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.5-b0-s7
4x4,16,4,5,common,4,16,0.5,0.0,17,240000.0,154500.0,1.5533980582524272,9600.0,8000.0,0.16666666666666663,0.015615,0.012767,-0.18238872878642332,31.98001249219238,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.5-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.5-b0-s17
4x4,16,4,5,common,4,16,0.5,0.1,1,325735.0,154500.0,2.10831715210356,11200.0,8000.0,0.2857142857142857,0.011472,0.012767,0.11288354253835431,23.49432144086268,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.5-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.5-b0.1-s1
4x4,16,4,5,common,4,16,0.5,0.1,7,333640.0,155500.0,2.1455948553054665,14400.0,9600.0,0.33333333333333337,0.011203,0.012763,0.13924841560296364,22.94420793188438,26.13911933631142,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.5-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.5-b0.1-s7
4x4,16,4,5,common,4,16,0.5,0.1,17,244025.0,154500.0,1.5794498381877022,9600.0,8000.0,0.16666666666666663,0.015335,0.012767,-0.16746005868927283,31.406226038951083,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r0.5-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r0.5-b0.1-s17
4x4,16,4,5,common,4,16,1.0,0.0,1,320000.0,154500.0,2.071197411003236,11200.0,8000.0,0.2857142857142857,0.011682,0.012767,0.0928779318609827,23.925233644859812,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r1-b0-s1
4x4,16,4,5,common,4,16,1.0,0.0,7,320000.0,155500.0,2.057877813504823,14400.0,9600.0,0.33333333333333337,0.011682,0.012763,0.09253552473891458,23.925233644859812,26.13911933631142,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r1-b0-s7
4x4,16,4,5,common,4,16,1.0,0.0,17,240000.0,154500.0,1.5533980582524272,9600.0,8000.0,0.16666666666666663,0.015615,0.012767,-0.18238872878642332,31.98001249219238,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r1-b0-s17
4x4,16,4,5,common,4,16,1.0,0.1,1,325735.0,154500.0,2.10831715210356,11200.0,8000.0,0.2857142857142857,0.011472,0.012767,0.11288354253835431,23.49432144086268,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r1-b0.1-s1
4x4,16,4,5,common,4,16,1.0,0.1,7,333640.0,155500.0,2.1455948553054665,14400.0,9600.0,0.33333333333333337,0.011203,0.012763,0.13924841560296364,22.94420793188438,26.13911933631142,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r1-b0.1-s7
4x4,16,4,5,common,4,16,1.0,0.1,17,244025.0,154500.0,1.5794498381877022,9600.0,8000.0,0.16666666666666663,0.015335,0.012767,-0.16746005868927283,31.406226038951083,26.14579343801864,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g4-f16-r1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g4-f16-r1-b0.1-s17
4x4,16,4,5,common,8,1,0.1,0.0,1,14500.0,6000.0,2.4166666666666665,1700.0,1000.0,0.4117647058823529,0.049776,0.050201,0.008538251366120297,12.742658038825285,12.85140562248996,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.1-b0-s1
4x4,16,4,5,common,8,1,0.1,0.0,7,14500.0,6000.0,2.4166666666666665,1700.0,1100.0,0.3529411764705882,0.049776,0.050201,0.008538251366120297,12.742658038825285,12.85140562248996,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.1-b0-s7
4x4,16,4,5,common,8,1,0.1,0.0,17,13500.0,6000.0,2.25,1700.0,1000.0,0.4117647058823529,0.049826,0.050201,0.007526191145185157,12.7553562531141,12.85140562248996,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.1-b0-s17
4x4,16,4,5,common,8,1,0.1,0.1,1,14570.0,6000.0,2.4283333333333332,1700.0,1000.0,0.4117647058823529,0.049751,0.050201,0.009045044320717288,12.736318407960198,12.85140562248996,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.1-b0.1-s1
4x4,16,4,5,common,8,1,0.1,0.1,7,14585.0,6000.0,2.430833333333333,1700.0,1100.0,0.3529411764705882,0.049776,0.050201,0.008538251366120297,12.742658038825285,12.85140562248996,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.1-b0.1-s7
4x4,16,4,5,common,8,1,0.1,0.1,17,13555.0,6000.0,2.2591666666666668,1700.0,1000.0,0.4117647058823529,0.049826,0.050201,0.007526191145185157,12.7553562531141,12.85140562248996,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.1-b0.1-s17
4x4,16,4,5,common,8,1,0.5,0.0,1,14500.0,6000.0,2.4166666666666665,1700.0,1000.0,0.4117647058823529,0.055218,0.245098,3.4387337462421677,14.13583655438984,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.5-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.5-b0-s1
4x4,16,4,5,common,8,1,0.5,0.0,7,14500.0,6000.0,2.4166666666666665,1700.0,1100.0,0.3529411764705882,0.055218,0.245098,3.4387337462421677,14.13583655438984,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.5-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.5-b0-s7
4x4,16,4,5,common,8,1,0.5,0.0,17,13500.0,6000.0,2.25,1700.0,1000.0,0.4117647058823529,0.062073,0.245098,2.948544455721489,15.890751086281814,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.5-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.5-b0-s17
4x4,16,4,5,common,8,1,0.5,0.1,1,14570.0,6000.0,2.4283333333333332,1700.0,1000.0,0.4117647058823529,0.055218,0.245098,3.4387337462421677,14.13583655438984,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.5-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.5-b0.1-s1
4x4,16,4,5,common,8,1,0.5,0.1,7,14600.0,6000.0,2.433333333333333,1700.0,1100.0,0.3529411764705882,0.055218,0.245098,3.4387337462421677,14.13583655438984,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.5-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.5-b0.1-s7
4x4,16,4,5,common,8,1,0.5,0.1,17,13590.0,6000.0,2.265,1700.0,1000.0,0.4117647058823529,0.062035,0.245098,2.950963165954703,15.88089330024814,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r0.5-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r0.5-b0.1-s17
4x4,16,4,5,common,8,1,1.0,0.0,1,14500.0,6000.0,2.4166666666666665,1700.0,1000.0,0.4117647058823529,0.055218,0.245098,3.4387337462421677,14.13583655438984,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r1-b0-s1
4x4,16,4,5,common,8,1,1.0,0.0,7,14500.0,6000.0,2.4166666666666665,1700.0,1100.0,0.3529411764705882,0.055218,0.245098,3.4387337462421677,14.13583655438984,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r1-b0-s7
4x4,16,4,5,common,8,1,1.0,0.0,17,13500.0,6000.0,2.25,1700.0,1000.0,0.4117647058823529,0.062073,0.245098,2.948544455721489,15.890751086281814,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r1-b0-s17
4x4,16,4,5,common,8,1,1.0,0.1,1,14570.0,6000.0,2.4283333333333332,1700.0,1000.0,0.4117647058823529,0.055218,0.245098,3.4387337462421677,14.13583655438984,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r1-b0.1-s1
4x4,16,4,5,common,8,1,1.0,0.1,7,14600.0,6000.0,2.433333333333333,1700.0,1100.0,0.3529411764705882,0.055218,0.245098,3.4387337462421677,14.13583655438984,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r1-b0.1-s7
